animals,unit,geo,year,population
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1969,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1969,204.00 
Live horses,Thousand heads (animals),Belgium,1969,76.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1969,: 
Live horses,Thousand heads (animals),Denmark,1969,42.00 
Live horses,Thousand heads (animals),Greece,1969,254.00 
Live horses,Thousand heads (animals),Spain,1969,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1969,: 
Live horses,Thousand heads (animals),France,1969,696.00 
Live horses,Thousand heads (animals),Ireland,1969,: 
Live horses,Thousand heads (animals),Italy,1969,296.00 
Live horses,Thousand heads (animals),Luxembourg,1969,2.00 
Live horses,Thousand heads (animals),Netherlands,1969,110.00 
Live horses,Thousand heads (animals),Portugal,1969,: 
Live horses,Thousand heads (animals),United Kingdom,1969,204.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1969,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1969,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1969,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1969,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1969,559.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1969,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1969,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1969,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1969,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1969,67.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1969,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1969,481.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1969,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1969,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1969,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1969,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1968,81.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1968,264.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1968,40.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1968,854.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1968,3341.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1968,2487.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1968,821.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1968,134.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1968,820.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1968,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1968,115.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1968,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1968,210.00 
Live horses,Thousand heads (animals),Belgium,1968,81.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1968,: 
Live horses,Thousand heads (animals),Denmark,1968,40.00 
Live horses,Thousand heads (animals),Greece,1968,267.00 
Live horses,Thousand heads (animals),Spain,1968,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1968,: 
Live horses,Thousand heads (animals),France,1968,750.00 
Live horses,Thousand heads (animals),Ireland,1968,: 
Live horses,Thousand heads (animals),Italy,1968,310.00 
Live horses,Thousand heads (animals),Luxembourg,1968,2.00 
Live horses,Thousand heads (animals),Netherlands,1968,115.00 
Live horses,Thousand heads (animals),Portugal,1968,: 
Live horses,Thousand heads (animals),United Kingdom,1968,210.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1968,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1968,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1968,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1968,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1968,587.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1968,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1968,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1968,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1968,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1968,71.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1968,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1968,510.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1968,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1968,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1968,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1968,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1967,87.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1967,283.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1967,42.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1967,875.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1967,953.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1967,868.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1967,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1967,117.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1967,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1967,: 
Live horses,Thousand heads (animals),Belgium,1967,87.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1967,: 
Live horses,Thousand heads (animals),Denmark,1967,42.00 
Live horses,Thousand heads (animals),Greece,1967,265.00 
Live horses,Thousand heads (animals),Spain,1967,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1967,: 
Live horses,Thousand heads (animals),France,1967,874.00 
Live horses,Thousand heads (animals),Ireland,1967,: 
Live horses,Thousand heads (animals),Italy,1967,320.00 
Live horses,Thousand heads (animals),Luxembourg,1967,2.00 
Live horses,Thousand heads (animals),Netherlands,1967,117.00 
Live horses,Thousand heads (animals),Portugal,1967,: 
Live horses,Thousand heads (animals),United Kingdom,1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1967,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1967,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1967,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1967,610.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1967,79.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1967,548.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1967,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1967,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1967,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1967,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1966,98.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1966,312.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1966,45.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1966,914.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1966,1124.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1966,921.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1966,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1966,100.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1966,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1966,: 
Live horses,Thousand heads (animals),Belgium,1966,98.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1966,: 
Live horses,Thousand heads (animals),Denmark,1966,45.00 
Live horses,Thousand heads (animals),Greece,1966,280.00 
Live horses,Thousand heads (animals),Spain,1966,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1966,: 
Live horses,Thousand heads (animals),France,1966,1044.00 
Live horses,Thousand heads (animals),Ireland,1966,: 
Live horses,Thousand heads (animals),Italy,1966,321.00 
Live horses,Thousand heads (animals),Luxembourg,1966,2.00 
Live horses,Thousand heads (animals),Netherlands,1966,100.00 
Live horses,Thousand heads (animals),Portugal,1966,: 
Live horses,Thousand heads (animals),United Kingdom,1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1966,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1966,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1966,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1966,634.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1966,80.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1966,600.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1966,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1966,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1966,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1966,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1965,109.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1965,360.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1965,53.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1965,948.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1965,1198.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1965,958.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1965,2.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1965,113.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1965,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1965,: 
Live horses,Thousand heads (animals),Belgium,1965,109.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1965,: 
Live horses,Thousand heads (animals),Denmark,1965,53.00 
Live horses,Thousand heads (animals),Greece,1965,294.00 
Live horses,Thousand heads (animals),Spain,1965,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1965,: 
Live horses,Thousand heads (animals),France,1965,1114.00 
Live horses,Thousand heads (animals),Ireland,1965,: 
Live horses,Thousand heads (animals),Italy,1965,331.00 
Live horses,Thousand heads (animals),Luxembourg,1965,2.00 
Live horses,Thousand heads (animals),Netherlands,1965,113.00 
Live horses,Thousand heads (animals),Portugal,1965,: 
Live horses,Thousand heads (animals),United Kingdom,1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1965,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1965,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1965,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1965,654.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1965,84.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1965,627.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1965,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1965,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1965,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1965,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1964,120.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1964,417.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1964,64.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1964,981.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1964,1322.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1964,1029.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1964,3.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1964,135.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1964,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1964,: 
Live horses,Thousand heads (animals),Belgium,1964,120.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1964,: 
Live horses,Thousand heads (animals),Denmark,1964,64.00 
Live horses,Thousand heads (animals),Greece,1964,: 
Live horses,Thousand heads (animals),Spain,1964,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1964,: 
Live horses,Thousand heads (animals),France,1964,1228.00 
Live horses,Thousand heads (animals),Ireland,1964,: 
Live horses,Thousand heads (animals),Italy,1964,341.00 
Live horses,Thousand heads (animals),Luxembourg,1964,3.00 
Live horses,Thousand heads (animals),Netherlands,1964,135.00 
Live horses,Thousand heads (animals),Portugal,1964,: 
Live horses,Thousand heads (animals),United Kingdom,1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1964,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1964,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1964,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),France,1964,94.00 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1964,688.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1964,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1964,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1964,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1964,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1963,132.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1963,493.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1963,81.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1963,1006.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1963,1458.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1963,1049.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1963,3.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1963,144.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1963,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1963,: 
Live horses,Thousand heads (animals),Belgium,1963,132.00 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1963,: 
Live horses,Thousand heads (animals),Denmark,1963,81.00 
Live horses,Thousand heads (animals),Greece,1963,: 
Live horses,Thousand heads (animals),Spain,1963,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1963,: 
Live horses,Thousand heads (animals),France,1963,1357.00 
Live horses,Thousand heads (animals),Ireland,1963,: 
Live horses,Thousand heads (animals),Italy,1963,348.00 
Live horses,Thousand heads (animals),Luxembourg,1963,3.00 
Live horses,Thousand heads (animals),Netherlands,1963,144.00 
Live horses,Thousand heads (animals),Portugal,1963,: 
Live horses,Thousand heads (animals),United Kingdom,1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1963,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1963,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1963,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1963,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1963,: 
