animals,unit,geo,year,population
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1982,33.50 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1982,165.90 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1982,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1982,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1982,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1982,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1981,31.49 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1981,363.58 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1981,44.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1981,420.31 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1981,602.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1981,1949.21 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1981,1528.89 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1981,330.74 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1981,64.70 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1981,480.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1981,1.39 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1981,60.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1981,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1981,153.00 
Live horses,Thousand heads (animals),Belgium,1981,31.49 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1981,: 
Live horses,Thousand heads (animals),Denmark,1981,44.00 
Live horses,Thousand heads (animals),Greece,1981,95.31 
Live horses,Thousand heads (animals),Spain,1981,244.00 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1981,: 
Live horses,Thousand heads (animals),France,1981,302.67 
Live horses,Thousand heads (animals),Ireland,1981,30.90 
Live horses,Thousand heads (animals),Italy,1981,272.00 
Live horses,Thousand heads (animals),Luxembourg,1981,1.39 
Live horses,Thousand heads (animals),Netherlands,1981,60.00 
Live horses,Thousand heads (animals),Portugal,1981,: 
Live horses,Thousand heads (animals),United Kingdom,1981,153.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1981,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1981,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1981,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1981,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1981,325.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1981,358.00 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1981,594.87 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1981,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1981,269.87 
"Live asses, mules and hinnies",Thousand heads (animals),France,1981,28.07 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1981,33.80 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1981,208.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1981,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1981,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1981,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1981,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1980,33.03 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1980,381.96 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1980,50.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1980,446.01 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1980,2019.28 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1980,1573.27 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1980,332.18 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1980,68.50 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1980,483.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1980,1.60 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1980,67.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1980,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1980,156.00 
Live horses,Thousand heads (animals),Belgium,1980,33.03 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1980,: 
Live horses,Thousand heads (animals),Denmark,1980,50.00 
Live horses,Thousand heads (animals),Greece,1980,105.01 
Live horses,Thousand heads (animals),Spain,1980,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1980,: 
Live horses,Thousand heads (animals),France,1980,303.55 
Live horses,Thousand heads (animals),Ireland,1980,34.20 
Live horses,Thousand heads (animals),Italy,1980,273.00 
Live horses,Thousand heads (animals),Luxembourg,1980,1.60 
Live horses,Thousand heads (animals),Netherlands,1980,67.00 
Live horses,Thousand heads (animals),Portugal,1980,: 
Live horses,Thousand heads (animals),United Kingdom,1980,156.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1980,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1980,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1980,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1980,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1980,341.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1980,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1980,613.93 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1980,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1980,272.93 
"Live asses, mules and hinnies",Thousand heads (animals),France,1980,28.63 
"Live asses, mules and hinnies",Thousand heads (animals),Ireland,1980,34.30 
"Live asses, mules and hinnies",Thousand heads (animals),Italy,1980,210.00 
"Live asses, mules and hinnies",Thousand heads (animals),Luxembourg,1980,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Netherlands,1980,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Portugal,1980,: 
"Live asses, mules and hinnies",Thousand heads (animals),United Kingdom,1980,0.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Albania,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Belgium,1979,36.60 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Bulgaria,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Czechia,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1979,380.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Denmark,1979,56.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Greece,1979,471.74 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Spain,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1979,2144.76 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),European Community - 9 countries (1973-1980),1979,1673.02 
"Live horses, asses, mules and hinnies",Thousand heads (animals),France,1979,364.42 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Croatia,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Hungary,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Ireland,1979,105.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Italy,1979,500.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Lithuania,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Luxembourg,1979,3.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Latvia,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),North Macedonia,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Netherlands,1979,70.00 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Poland,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Portugal,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Romania,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovenia,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),Slovakia,1979,: 
"Live horses, asses, mules and hinnies",Thousand heads (animals),United Kingdom,1979,158.00 
Live horses,Thousand heads (animals),Belgium,1979,36.60 
Live horses,Thousand heads (animals),Germany (until 1990 former territory of the FRG),1979,: 
Live horses,Thousand heads (animals),Denmark,1979,56.00 
Live horses,Thousand heads (animals),Greece,1979,115.74 
Live horses,Thousand heads (animals),Spain,1979,: 
Live horses,Thousand heads (animals),European Community - 12 countries (1986-1994),1979,: 
Live horses,Thousand heads (animals),France,1979,331.45 
Live horses,Thousand heads (animals),Ireland,1979,73.00 
Live horses,Thousand heads (animals),Italy,1979,273.00 
Live horses,Thousand heads (animals),Luxembourg,1979,3.00 
Live horses,Thousand heads (animals),Netherlands,1979,70.00 
Live horses,Thousand heads (animals),Portugal,1979,: 
Live horses,Thousand heads (animals),United Kingdom,1979,158.00 
"Live asses, mules and hinnies",Thousand heads (animals),Belgium,1979,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Germany (until 1990 former territory of the FRG),1979,: 
"Live asses, mules and hinnies",Thousand heads (animals),Federal Republic of Germany (former territory of the FRG only),1979,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Denmark,1979,0.00 
"Live asses, mules and hinnies",Thousand heads (animals),Greece,1979,356.00 
"Live asses, mules and hinnies",Thousand heads (animals),Spain,1979,: 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 10 countries (1981-1985),1979,647.97 
"Live asses, mules and hinnies",Thousand heads (animals),European Community - 12 countries (1986-1994),1979,: 
